SECUCODE,SECURITY_CODE,INDUSTRY_CODE,ORG_CODE,SECURITY_NAME_ABBR,INDUSTRY_NAME,MARKET,SECURITY_TYPE_CODE,TRADE_MARKET_CODE,DATE_TYPE_CODE,REPORT_TYPE_CODE,DATA_STATE,NOTICE_DATE,REPORT_DATE,PARENT_NETPROFIT,TOTAL_OPERATE_INCOME,TOTAL_OPERATE_COST,TOE_RATIO,OPERATE_COST,OPERATE_EXPENSE,OPERATE_EXPENSE_RATIO,SALE_EXPENSE,MANAGE_EXPENSE,FINANCE_EXPENSE,OPERATE_PROFIT,TOTAL_PROFIT,INCOME_TAX,OPERATE_INCOME,INTEREST_NI,INTEREST_NI_RATIO,FEE_COMMISSION_NI,FCN_RATIO,OPERATE_TAX_ADD,MANAGE_EXPENSE_BANK,FCN_CALCULATE,INTEREST_NI_CALCULATE,EARNED_PREMIUM,EARNED_PREMIUM_RATIO,INVEST_INCOME,SURRENDER_VALUE,COMPENSATE_EXPENSE,TOI_RATIO,OPERATE_PROFIT_RATIO,PARENT_NETPROFIT_RATIO,DEDUCT_PARENT_NETPROFIT,DPN_RATIO
688788.SH,688788,016014,10000057436,科思科技,电子信息,kcb,058001001,069001001006,002,001,2,2020-09-23 00:00:00,2019-06-30 00:00:00,55996072.63,213165876.65,145894534.44,,63644897.32,63644897.32,,6250872.76,18565972.76,4513026.29,59494259.31,59432230.77,4941856.97,,,,,,134800.47,,,,,,,,,,,,53939494.94,
605058.SH,605058,016022,10000039148,澳弘电子,电子元件,shzb,058001001,069001001001,002,001,2,2020-09-22 00:00:00,2019-06-30 00:00:00,63506334.43,423671351.71,350604881.42,,298752127.99,298752127.99,,9141293.01,23099028.52,-6075438.82,70332002.69,71773351.66,8267017.23,,,,,,2850123.59,,,,,,,,,,,,61333731.33,
601568.SH,601568,016041,10138679,北元集团,化工行业,shzb,058001001,069001001001,002,001,2,2020-09-22 00:00:00,2019-06-30 00:00:00,806710871.65,4813879763.34,3866719800.81,,3168863633.63,3168863633.63,,292511646.02,309207315.95,36332497.65,951205046.3,955516451.01,148805579.36,,,,,,36270606.47,,,,,,,,,,,,802367071.65,
688386.SH,688386,016018,10433737,泛亚微透,塑胶制品,kcb,058001001,069001001006,002,001,2,2020-09-21 00:00:00,2019-06-30 00:00:00,16267711.79,112392682.42,92173559.52,,61146315.88,61146315.88,,8448148.05,12591818.89,1644807.09,19531124.27,19269437.17,3001725.38,,,,,,1620981.63,,,,,,,,,,,,16343611.79,
300899.SZ,300899,016048,10489274,上海凯鑫,环保工程,cyb,058001001,069001002002,002,001,2,2020-09-21 00:00:00,2019-06-30 00:00:00,32838803.29,148335515.38,111367849.01,,95760271.74,95760271.74,,3082638.21,6112528.23,-41860.48,37151522.93,37174615.87,4302847.37,,,,,,742215.82,,,,,,,,,,,,32203303.29,
002324.SZ,002324,016018,10143258,普利特,塑胶制品,zxb,058001001,069001002003,002,001,2,2020-09-19 00:00:00,2019-06-30 00:00:00,59794416.83,1652285585.73,1586684461.23,-5.3288432765,1334868939.8,1334868939.8,-6.500706412,60471533.28,45565557.4,35689647.81,65206259.2,71573903.29,12317062.14,,,,,,3846293.81,,,,,,,,,-6.6503265905,-32.246484763328,-32.098126845905,53411846.19,-34.491887631963
600228.SH,600228,016041,10002436,ST昌九,化工行业,shzb,058001001,069001001003,002,001,2,2020-09-18 00:00:00,2019-06-30 00:00:00,-5057707.24,214853898.95,217895005.01,-15.3711450135,183476706.42,183476706.42,-18.3773147703,11610452.14,13768000.03,600065.33,-2423032.25,-2323336.26,478554.14,,,,,,879308.47,,,,,,,,,-19.8821425684,-124.653484523215,-236.175744642205,-5233452.13,-255.381764403314
300999.SZ,300999,016012,10000015613,金龙鱼,食品饮料,cyb,058001001,069001002002,002,001,2,2020-09-18 00:00:00,2019-06-30 00:00:00,1596854000,78685157000,75477318000,,70296091000,70296091000,,3485841000,1069875000,351753000,1858842000,1857995000,269366000,,,,,,192770000,,,,,,,,,,,,1239875000,
300287.SZ,300287,016057,10202897,飞利信,软件服务,cyb,058001001,069001002002,002,001,2,2020-09-18 00:00:00,2019-06-30 00:00:00,47162130.76,777191475.14,725224506.36,-34.0235080151,551031968.05,551031968.05,-40.326183037,44315821.3,73546016.83,11742989.31,51851971.25,52038948.29,7544277.35,,,,,,2435676.24,,,,,,,,,-41.0868692254,-75.162120258202,-73.989218689543,41008784.06,-76.942744242958
600688.SH,600688,016023,10003998,上海石化,石油行业,shzb,058001001,069001001001,002,001,2,2020-09-17 00:00:00,2019-06-30 00:00:00,1137241000,51992583000,51094452000,5.7256664839,43664730000,43664730000,7.2637105131,260415000,1516182000,-198402000,1364696000,1359243000,215526000,,,,,,5830148000,,,,,,,,,-0.3737609135,-69.713844144904,-67.729888588137,1137729000,-67.635224108341
300775.SZ,300775,016034,10500065,三角防务,航天航空,cyb,058001001,069001002002,002,001,2,2020-09-17 00:00:00,2019-06-30 00:00:00,93527025.12,318508125.54,204061766.48,40.4325338154,175373562.18,175373562.18,34.8939509674,2069650.63,13497737.81,-403334.56,109218120.11,109625265.71,16098240.59,,,,,,3066901.5,,,,,,,,,32.3855312638,18.079474854255,18.402837151546,88837243.76,13.257856025255
300226.SZ,300226,016014,10176326,上海钢联,电子信息,cyb,058001001,069001002002,002,001,2,2020-09-17 00:00:00,2019-06-30 00:00:00,92845098.14,49268906545.12,49100966160.17,10.4228861012,48831910073.24,48831910073.24,10.3612359448,111560400.06,74975292.04,22605547.96,165036163.4,164949047.94,7932709.4,,,,,,19565276.25,,,,,,,,,10.54,64.632639055423,53.48,93593701.24,61.793991401816
300043.SZ,300043,016060,10136998,星辉娱乐,文教休闲,cyb,058001001,069001002002,002,001,2,2020-09-17 00:00:00,2019-06-30 00:00:00,125912406.03,1122550880.33,1016674823.79,-32.1108057689,599536363.02,599536363.02,-30.7137120607,180646571.84,141405214.72,76918982.47,108044036.34,139235538.57,12540694.17,,,,,,7315858.02,,,,,,,,,-31.5025452665,-26.600014554801,-10.760153237894,100605064.66,-12.151346281128
688330.SH,688330,016020,10000003516,宏力达,输配电气,kcb,058001001,069001001006,002,001,2,2020-09-16 00:00:00,2019-06-30 00:00:00,152924951.57,391627970.69,209124599.49,,159835264.76,159835264.76,,18328295.76,17407993.94,-35557.48,178954516.68,179002184.31,26077232.74,,,,,,2340272.37,,,,,,,,,,,,148907573.3,
300464.SZ,300464,016059,10195237,星徽精密,金属制品,cyb,058001001,069001002002,002,001,2,2020-09-16 00:00:00,2019-06-30 00:00:00,55425874.24,1367927125.14,1301664972.73,334.410715408,755444569.08,755444569.08,189.4191684046,444632492.94,65046711.25,9793393.18,66202682.59,66321681.33,11283962.95,,,,,,2727474.05,,,,,,,,,376.0308036578,598.74274226689,942.997078056233,51517921.83,564.141694866972
300265.SZ,300265,016020,10163663,通光线缆,输配电气,cyb,058001001,069001002002,002,001,2,2020-09-16 00:00:00,2019-06-30 00:00:00,27824261.29,689436437.91,656533408.69,-17.6917478768,506565511.11,506565511.11,-23.8202003827,61823221.63,35957885.03,20319473.65,37007934.18,36234115.67,7459365.07,,,,,,5576247.68,,,,,,,,,-15.4277577143,25.376754565224,17.955791515456,27423055.01,7.697513171935
002290.SZ,002290,016040,10074951,ST中科创,材料行业,zxb,058001001,069001002005,002,001,2,2020-09-16 00:00:00,2019-06-30 00:00:00,-99614420.98,824438652.78,787595281.87,2.7403767316,705872793.25,705872793.25,2.0707701215,22611812.6,25000026.85,3090899.45,-90189484.09,-90158119.06,9456301.92,,,,,,5164378.06,,,,,,,,,-0.5567313127,-247.897945542642,-295.771333637874,-107982899.07,-342.945933309905
605338.SH,605338,016012,10000015538,巴比食品,食品饮料,shzb,058001001,069001001001,002,001,2,2020-09-15 00:00:00,2019-06-30 00:00:00,68850535.4,481268684.57,406217164.78,,324550789.68,324550789.68,,44551615.64,39676294.52,-7892018.06,77039401.02,92349933.35,23923166.6,,,,,,3208807.29,,,,,,,,,,,,55972588.58,
605336.SH,605336,016019,10000015568,帅丰电器,家电行业,shzb,058001001,069001001001,002,001,2,2020-09-15 00:00:00,2019-06-30 00:00:00,71650030.21,307261102.28,244354603.04,,163301764.2,163301764.2,,45485428.83,18510768.35,-173210.13,84841984.83,84297507.16,12647476.95,,,,,,3391504.84,,,,,,,,,,,,52952155.69,
603021.SH,603021,016044,10262144,山东华鹏,玻璃陶瓷,shzb,058001001,069001001001,002,001,2,2020-09-15 00:00:00,2019-06-30 00:00:00,-11951826.93,373199750.45,385396662.24,-5.4262312875,292778705.82,292778705.82,-4.986625319,28049579.28,30682856.2,21553826.48,-12662876.43,-12912127.53,726940.78,,,,,,7369081.62,,,,,,,,,-6.5705732966,-689.627496225844,-500.845623790726,-13759345.2,-48.396624940795
300897.SZ,300897,016021,10685264,山科智能,仪器仪表,cyb,058001001,069001002002,002,001,2,2020-09-14 00:00:00,2019-06-30 00:00:00,8547934.3,98867315.49,90014513.56,,49593268.51,49593268.51,,19478932.67,11564748.43,-94449.61,10263857,10259457,1711522.7,,,,,,989920.98,,,,,,,,,,,,,
002232.SZ,002232,016057,10094769,启明信息,软件服务,zxb,058001001,069001002003,002,001,2,2020-09-12 00:00:00,2019-06-30 00:00:00,20465096.16,509757169.44,488498956.32,-12.2234802681,437309842.32,437309842.32,-10.3006947898,11059182.78,36483683.88,-7025255.48,28497313.85,28619506.84,6258281.83,,,,,,4080312.8,,,,,,,,,-12.4873354535,7.369636718001,-8.909624472298,16332184.22,-16.049166754946
600462.SH,600462,016022,10007154,*ST九有,电子元件,shzb,058001001,069001001003,002,001,2,2020-09-11 00:00:00,2019-06-30 00:00:00,-11631958.92,159711238.26,177126992.34,-89.7155943071,143511103.3,143511103.3,-91.4797228196,8738453.91,22266290.46,82415.94,-13312492.49,-13350109.83,314180.94,,,,,,627278.25,,,,,,,,,-90.8423164443,-396.524648085964,-261.719413931379,-11688868.51,-264.360321555638
300888.SZ,300888,016061,10521856,稳健医疗,专用设备,cyb,058001001,069001002002,002,001,2,2020-09-11 00:00:00,2019-06-30 00:00:00,229931670.33,2105441289.35,1835412076.43,,1047323547.71,1047323547.71,,605685684.35,93007504.13,8665335.78,270979247.5,271750626.72,41383694.65,,,,,,20735366.17,,,,,,,,,,,,222665467.53,
300698.SZ,300698,016015,10489091,万马科技,通讯行业,cyb,058001001,069001002002,002,001,2,2020-09-11 00:00:00,2019-06-30 00:00:00,3514654.26,185624213.76,183917006.5,25.7818220114,135295293.04,135295293.04,37.7503244073,28749177.63,10955897.52,2029456.86,3880350.97,4090350.97,575696.71,,,,,,995729.2,,,,,,,,,27.3755490305,57.526003851244,-31.338088638108,933299.16,470.768112006792
688093.SH,688093,016040,10000060137,世华科技,材料行业,kcb,058001001,069001001006,002,001,2,2020-09-10 00:00:00,2019-06-30 00:00:00,17041229.64,78416403.29,62345709.18,,35527748.48,35527748.48,,5478279.34,12466842.99,56544.33,20209314.87,20220280.59,3179050.95,,,,,,1163355.68,,,,,,,,,,,,13991912.87,
605099.SH,605099,016060,10339985,共创草坪,文教休闲,shzb,058001001,069001001001,002,001,2,2020-09-10 00:00:00,2019-06-30 00:00:00,111859181.13,735066853.57,606093504.71,,477024049.27,477024049.27,,60020329.85,32384648.13,4093078.66,131770451.5,131714296.7,19855115.57,,,,,,5743635.57,,,,,,,,,,,,105158281.13,
003008.SZ,003008,016007,10000007619,开普检测,电力行业,zxb,058001001,069001002003,002,001,2,2020-09-10 00:00:00,2019-06-30 00:00:00,66408780.86,114739061.13,37701742.77,,19932638.45,19932638.45,,3766468.79,8680597.58,-26219.86,77910877.41,78084821.26,11676040.4,,,,,,995184.39,,,,,,,,,,,,65332262.88,
003007.SZ,003007,016057,10000037713,直真科技,软件服务,zxb,058001001,069001002003,002,001,2,2020-09-10 00:00:00,2019-06-30 00:00:00,-7495388.15,121879657.41,137028293.72,,55494616.2,55494616.2,,17705829.11,20326894.74,-303878.7,-7710722.51,-7734183.81,320234.38,,,,,,1591455.46,,,,,,,,,,,,-9204568.59,
688585.SH,688585,016040,10000043516,上纬新材,材料行业,kcb,058001001,069001001006,002,001,2,2020-09-09 00:00:00,2019-06-30 00:00:00,41228867.22,634765313.32,574443845.68,,502506196.25,502506196.25,,30746023.93,26904248.65,854095.9,59448015.28,52658336.26,11429469.04,,,,,,1887053.15,,,,,,,,,,,,46794857.7,
688013.SH,688013,016047,10000071414,天臣医疗,医疗行业,kcb,058001001,069001001006,002,001,2,2020-09-09 00:00:00,2019-06-30 00:00:00,21470952.87,81413364.76,57527115.8,,32933971.43,32933971.43,,11743255.35,6150747.13,-485427.84,23401011.92,24667899.52,3196946.65,,,,,,786477.39,,,,,,,,,,,,20385251.47,
605136.SH,605136,016036,10565147,丽人丽妆,商业百货,shzb,058001001,069001001001,002,001,2,2020-09-09 00:00:00,2019-06-30 00:00:00,151239880.57,1657496069.07,1527658166.09,,1048771780.68,1048771780.68,,432714826.79,38840708.31,-2636791.3,188511343.43,188676766.06,39047610.67,,,,,,3507969.83,,,,,,,,,,,,88640819.81,
605018.SH,605018,016035,10000015919,长华股份,汽车行业,shzb,058001001,069001001001,002,001,2,2020-09-09 00:00:00,2019-06-30 00:00:00,74607743.19,668357215.35,602984933.57,,507078626.46,507078626.46,,10909322.03,39257946.72,5172071.6,82062131.83,87311452.75,12703709.56,,,,,,5791114.49,,,,,,,,,,,,69167987.01,
300896.SZ,300896,016047,10688046,爱美客,医疗行业,cyb,058001001,069001002002,002,001,2,2020-09-09 00:00:00,2019-06-30 00:00:00,128541670.2,240167698.98,93748035.34,,18964302.64,18964302.64,,29620090.29,23640282.18,-781585.55,148832037.95,148765062.45,23850382.13,,,,,,1881478.32,,,,,,,,,,,,126269971.63,
300460.SZ,300460,016022,10184073,惠伦晶体,电子元件,cyb,058001001,069001002002,002,001,2,2020-09-09 00:00:00,2019-06-30 00:00:00,279894.03,125728233.74,127715991.65,-19.2203591389,104023748.23,104023748.23,-18.3890243776,4592266.01,11149850.25,-155037.07,557277.62,618077.62,338183.59,,,,,,759739.23,,,,,,,,,-22.9042980211,-92.478215890625,-96.458441320859,-1425460.34,-128.384152525256
688595.SH,688595,016057,10511959,芯海科技,软件服务,kcb,058001001,069001001006,002,001,2,2020-09-08 00:00:00,2019-06-30 00:00:00,11839198.66,92895104.01,85794990.66,,52529891.83,52529891.83,,3244760.46,10700057.45,-1174631.39,9733940.73,9799124.08,-1538758,,,,,,581609.12,,,,,,,,,,,,9012398.66,
605218.SH,605218,016022,10000032384,伟时电子,电子元件,shzb,058001001,069001001001,002,001,2,2020-09-08 00:00:00,2019-06-30 00:00:00,36308318.25,564221544,526448706.73,,442959165.75,442959165.75,,14589902.18,33470778.17,-791395.76,37883696.12,38914239.21,2605920.96,,,,,,3329351.59,,,,,,,,,,,,36527263.39,
300736.SZ,300736,016015,10400645,百邦科技,通讯行业,cyb,058001001,069001002002,002,001,2,2020-09-08 00:00:00,2019-06-30 00:00:00,-14338966.84,130552205.01,155570263.28,-18.2714498839,106799267.19,106799267.19,-20.1130564148,12011904,31920476.56,42805.93,-21788795.09,-18971512.82,-4632545.98,,,,,,974949.31,,,,,,,,,-37.7460012369,-200.995316840337,-174.410575545436,-18893208.21,-223.631803525972
002742.SZ,002742,016004,10181871,三圣股份,水泥建材,zxb,058001001,069001002003,002,001,2,2020-09-08 00:00:00,2019-06-30 00:00:00,76004114.07,1486470590.01,1381145348.73,19.467755384,1187143208.12,1187143208.12,22.0513075769,17034471.21,95698858.75,55950987.81,116588955.17,115370852.38,17790721.48,,,,,,8826834.57,,,,,,,,,18.2680672996,16.761134735524,11.552011840758,71114948.53,11.079632784592
605111.SH,605111,016022,10312512,新洁能,电子元件,shzb,058001001,069001001001,002,001,2,2020-09-07 00:00:00,2019-06-30 00:00:00,37431621.81,328348220.79,286406706.19,7.6677289211,263838860.51,263838860.51,10.0867504243,4847058.38,8059102.71,-2266906.59,42279086.76,42315579.85,4883958.04,,,,,,657232.42,,,,,,,,,-9.1203186461,-55.742197221002,-54.316207583401,35103471.4,-57.089924760675
605003.SH,605003,016010,10000015579,众望布艺,纺织服装,shzb,058001001,069001001001,002,001,2,2020-09-07 00:00:00,2019-06-30 00:00:00,39083943.31,205643955.77,164928004.16,,121120254.8,121120254.8,,17408312.94,13736618.18,-344890.94,45452711.36,45778178.97,6694235.66,,,,,,3870479.64,,,,,,,,,,,,35545743.31,
300895.SZ,300895,016057,10302060,铜牛信息,软件服务,cyb,058001001,069001002002,002,001,2,2020-09-07 00:00:00,2019-06-30 00:00:00,22613724.16,108690127.64,83970213.4,,71014938.77,71014938.77,,2915535.77,5945673.32,-297984.8,24925153.89,24928353.89,3275553.83,,,,,,103038.59,,,,,,,,,,,,22097060.8,
300893.SZ,300893,016035,10000015937,松原股份,汽车行业,cyb,058001001,069001002002,002,001,2,2020-09-07 00:00:00,2019-06-30 00:00:00,31875903.82,206923957.95,168167495.1,,130688654.66,130688654.66,,11775492.71,13129293.08,1430603.73,36494787.11,36473037.11,4597133.29,,,,,,1969951.53,,,,,,,,,,,,30760603.82,
601038.SH,601038,016043,10037090,一拖股份,机械行业,shzb,058001001,069001001001,002,001,2,2020-09-05 00:00:00,2019-06-30 00:00:00,19612525.7,3425973267.68,3454099465.8,-8.3787285688,2906028393.82,2906028393.82,-7.2647375019,141344409.13,168787482.38,41393377.07,21313126.15,35920472.6,26103902.44,,30885426.09,,1567768.82,,22779937.82,,1567768.82,30885426.09,,,,,,-4.3395637065,117.583500838398,113.527756732032,-65158017.08,71.839621399063
600968.SH,600968,016023,10114912,海油发展,石油行业,shzb,058001001,069001001001,002,001,2,2020-09-05 00:00:00,2019-06-30 00:00:00,672147238.74,13874174786,13220067649.69,23.2771912943,12185627240.77,12185627240.77,24.5628216704,126106331.66,554783482.86,117183109.13,929475021.79,939181102.08,230248288.93,,,,,,57741032.36,,,,,,,,,22.5196954916,17.66407394617,14.544464671321,550166167.26,8.322248481981
300691.SZ,300691,016022,10186747,联合光电,电子元件,cyb,058001001,069001002002,002,001,2,2020-09-05 00:00:00,2019-06-30 00:00:00,26503397.96,531493352,510873285.63,13.1600805181,416000159.25,416000159.25,11.0157776517,7003009.37,28149469.51,389240.98,19151773.54,18628830.44,-7874567.52,,,,,,2012267.32,,,,,,,,,10.5168962516,-34.143177841677,-15.571478392569,23703879.91,-14.982425021838
300228.SZ,300228,016043,10163424,富瑞特装,机械行业,cyb,058001001,069001002002,002,001,2,2020-09-05 00:00:00,2019-06-30 00:00:00,5490772.48,832530411.05,797824847.48,44.4486078032,644870791.49,644870791.49,63.6865944765,37028064.97,51047100.66,34647838.53,5069450.89,2313796.61,-115151.36,,,,,,6708035.86,,,,,,,,,53.0071804127,125.528095336963,119.994160472758,10885723.33,133.400400973015
605198.SH,605198,016012,10010802,德利股份,食品饮料,shzb,058001001,069001001001,002,001,2,2020-09-04 00:00:00,2019-06-30 00:00:00,79685521,376868830,304074691,-34.8014632155,262268253,262268253,-34.1508900313,19262293,18817979,-2337882,79776390,79748750,63229,,,,,,5181792,,,,,,,,,-29.1708329542,12.899730256782,14.456421589519,75890057,15.933832345662
688526.SH,688526,016024,10716964,科前生物,医药制造,kcb,058001001,069001001006,002,001,2,2020-09-03 00:00:00,2019-06-30 00:00:00,154813134.13,286707587.61,131683200.51,,51622033.38,51622033.38,,35984025.61,16211251.32,-1260267.35,177919041.92,177937749.69,23124615.56,,,,,,1519795.87,,,,,,,,,,,,134783495.05,
002407.SZ,002407,016041,10102946,多氟多,化工行业,zxb,058001001,069001002003,002,001,2,2020-09-03 00:00:00,2019-06-30 00:00:00,87687535.37,2031782226.77,1947414103.66,22.421267773,1585721387.08,1585721387.08,31.620937455,86554393.69,129712862.63,54732110.32,104132002.94,123221126.5,12412826.7,,18677169.66,,-3952.5,,17231490.86,,-3952.5,18677169.66,,,,,,15.1747074738,-49.114067244814,-36.317660197505,44641277.62,-63.683962210864
688156.SH,688156,016048,10331320,路德环境,环保工程,kcb,058001001,069001001006,002,001,2,2020-09-02 00:00:00,2019-06-30 00:00:00,30848217.07,145590099.92,104478031.34,15.0578651554,83068009.78,83068009.78,13.1641626905,2923003.92,13955856.64,530401.35,39252984,39223666.65,7062357.78,,,,,,753218.33,,,,,,,,,35.3464149501,131.255083763886,182.546993949113,30403417.07,186.453577674779
688127.SH,688127,016022,10500049,蓝特光学,电子元件,kcb,058001001,069001001006,002,001,2,2020-09-02 00:00:00,2019-06-30 00:00:00,35771225.77,119440936.21,84001135.06,,63527868.05,63527868.05,,2215730.76,9206942.92,-555966.01,41167628.48,41009521.49,5223525.31,,,,,,294582.57,,,,,,,,,,,,31667325.77,
605369.SH,605369,016047,10000015558,拱东医疗,医疗行业,shzb,058001001,069001001001,002,001,2,2020-09-02 00:00:00,2019-06-30 00:00:00,48265134.04,252315352.76,196958743.16,,141086625.78,141086625.78,,22179570.34,19651562.46,1058104.02,56274311.49,55908028.75,7642894.71,,,,,,2743515.43,,,,,,,,,,,,45823786.01,
002061.SZ,002061,016005,10063038,浙江交科,工程建设,zxb,058001001,069001002003,002,001,2,2020-09-02 00:00:00,2019-06-30 00:00:00,233983247.38,11477191541.5,11179207246.37,13.9336145122,10615346501.24,10615346501.24,14.421724659,51108513.77,221935469.18,107679792.33,362864924.6,362671475.29,126946797.27,,,,,,32246377.8,,,,,,,,,8.9031504425,-56.218637120783,-65.130908201034,221560572.62,-66.265280198566
688536.SH,688536,016022,10513675,思瑞浦,电子元件,kcb,058001001,069001001006,002,001,2,2020-09-01 00:00:00,2019-06-30 00:00:00,14577741.65,96939083.22,87419099.17,,38826091.35,38826091.35,,8096019.22,8217741.86,-129653.07,8501266.05,8540127.39,-6037614.26,,,,,,504211.13,,,,,,,,,,,,13306359.15,
605116.SH,605116,016024,10000015507,奥锐特,医药制造,shzb,058001001,069001001001,002,001,2,2020-09-01 00:00:00,2019-06-30 00:00:00,72035914.62,287006396.13,203892771.26,,148733531.49,148733531.49,,13692262.03,27180677.42,-795494.32,83890906.36,83890906.36,11854991.74,,,,,,2780404.35,,,,,,,,,,,,69694081.08,
605050.SH,605050,016003,10542729,福然德,交运物流,shzb,058001001,069001001001,002,001,2,2020-09-01 00:00:00,2019-06-30 00:00:00,130415388.41,2481235920.7,2322997536.47,,2239882609.89,2239882609.89,,50058480.61,21621688.6,6054730.16,174168786.47,174353972.81,43789241.06,,,,,,5380027.21,,,,,,,,,,,,117248088.41,
600666.SH,600666,016022,10003976,ST瑞德,电子元件,shzb,058001001,069001001003,002,001,2,2020-09-01 00:00:00,2019-06-30 00:00:00,-39597092.9,458735739.24,518682555.06,-14.5916551747,349138415.43,349138415.43,-27.661772704,6608025.65,45770785.19,81054265.85,-25102284.16,-25134770.78,14331434.5,,,,,,3165937.4,,,,,,,,,-25.0961865022,96.487033734232,-194.889197179632,-27337835.38,-111.857230838549
300892.SZ,300892,016012,10993896,品渥食品,食品饮料,cyb,058001001,069001002002,002,001,2,2020-09-01 00:00:00,2019-06-30 00:00:00,41369512.11,624422781.99,572327458.81,0.5269955728,395590781.11,395590781.11,5.0268576486,165530412.77,9477889.58,-688219.47,52540022.36,55071964.33,13702452.22,,,,,,2416594.82,,,,,,,,,1.9923639643,22.51171861923,21.880072204751,39470568.14,26.395701677942
003006.SZ,003006,016025,10517481,百亚股份,造纸印刷,zxb,058001001,069001002003,002,001,2,2020-09-01 00:00:00,2019-06-30 00:00:00,69031303,573851838,492063800,,305158134,305158134,,156264838,17038077,-107212,80532097,80544618,11406058,,,,,,6550140,,,,,,,,,,,,68681751,
003005.SZ,003005,016057,10000015723,竞业达,软件服务,zxb,058001001,069001002003,002,001,2,2020-09-01 00:00:00,2019-06-30 00:00:00,102117010.51,375725555.85,256655069.31,,181936126.82,181936126.82,,38233346.99,19431054.63,-687227.96,118405685.58,118392207.63,16744879.2,,,,,,2257493.33,,,,,,,,,,,,101362138.57,
003003.SZ,003003,016025,10498250,天元股份,造纸印刷,zxb,058001001,069001002003,002,001,2,2020-09-01 00:00:00,2019-06-30 00:00:00,36385651.1,492536476.96,446783364.5,1.6925174344,381699849.53,381699849.53,0.7596771701,30573523.5,13731982.02,-701923.44,44617297.79,44420750.54,8185021.97,,,,,,2651232.42,,,,,,,,,2.989759019,12.980164621918,2.602654359843,34160781.1,5.042290224132
000835.SZ,000835,016039,10005730,*ST长动,文化传媒,szzb,058001001,069001002005,002,001,2,2020-09-01 00:00:00,2019-06-30 00:00:00,2512695.4,31690392.37,57178406.3,-45.2854043042,19080746.84,19080746.84,-34.9020452285,3056661.74,8322359.06,24048710.49,-26568308.97,2512695.4,,,,,,,2669928.17,,,,,,,,,-46.1336471453,-1144.59071781538,-57.72189669156,2512695.4,108.922390344715
688596.SH,688596,016061,10485204,正帆科技,专用设备,kcb,058001001,069001001006,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,15347196.18,512572254.93,491372040.29,,394283177.77,394283177.77,,13322181.5,51152425.55,6468380.07,17257087.59,17313786.54,1285403.25,,,,,,8256029.7,,,,,,,,,,,,13096752.94,
688500.SH,688500,016014,10455446,慧辰资讯,电子信息,kcb,058001001,069001001006,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,14606035.23,165141962.55,146726465.23,,98812567.84,98812567.84,,28438318.01,12142815.05,-3213603.3,18121684.7,18160845.2,2730354.21,,,,,,606388.2,,,,,,,,,,,,14572425.26,
688379.SH,688379,016059,10191785,华光新材,金属制品,kcb,058001001,069001001006,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,28859880.11,372286270.36,340678599.54,,303867721.75,303867721.75,,5861339.87,8907580.36,7885010.21,32451650.82,32468037.46,3608157.35,,,,,,1564924.23,,,,,,,,,,,,25861439.59,
688360.SH,688360,016043,10399546,德马科技,机械行业,kcb,058001001,069001001006,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,14187259.65,308628127.18,299628809.96,,228134857.27,228134857.27,,27662174.86,21709119.33,3199334.26,17540433.9,19950622.68,5763363.03,,,,,,1393963.51,,,,,,,,,,,,7613304.54,
688218.SH,688218,016061,10469440,江苏北人,专用设备,kcb,058001001,069001001006,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,29303110.39,226483510.58,194683553.88,19.3703929421,169407405.98,169407405.98,21.1458144577,2877722.73,10532382.35,1733732.81,31729159.33,32744567.98,4022479.28,,,,,,929063.79,,,,,,,,,17.5132007604,2.651279521279,9.395370039374,26841943.59,7.795221574317
688169.SH,688169,016019,10000016089,石头科技,家电行业,kcb,058001001,069001001006,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,385521687,2125307936,1677117968,,1434563343,1434563343,,123359134,26746028,1775741,456394564,456495697,70974010,,,,,,9917758,,,,,,,,,,,,376092383,
688165.SH,688165,016043,10664808,埃夫特,机械行业,kcb,058001001,069001001006,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,-6152673.57,624361082.34,675003387,,515752946.03,515752946.03,,27280273.87,89504980.53,3090377.08,-30819894.77,-18680184.45,-6245486.15,,,,,,2868811.85,,,,,,,,,,,,-37844632.89,
688122.SH,688122,016059,10098476,西部超导,金属制品,kcb,058001001,069001001006,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,85727488.55,669176620.12,572706697.85,28.1086320743,438905156.35,438905156.35,31.6730308271,7736026.08,48188989.24,18717418.35,97972520.36,97246252.69,10465746.35,,,,,,7732957.96,,,,,,,,,26.6871764442,15.591582908828,15.777749340848,73579774.39,21.966144292362
